"","x"
"1",0.582980995815575
"2",-0.100073830550213
"3",-0.151993586738874
"4",0.54551610742162
"5",0.48684777372928
"6",0.56347409076859
"7",-0.470819585060172
"8",-0.162520007880939
"9",-0.14611192502288
"10",-0.358761068362524
"11",-0.343648580375005
"12",-0.235861492529068
"13",-0.16844020755643
"14",-0.277927146618976
"15",0.586341612878482
"16",0.625287726662596
"17",0.549527851579627
"18",-0.175980172503027
"19",0.510809295910374
"20",-0.331258641035171
"21",-0.36454423711706
"22",-0.231938024344011
"23",0.331645305305278
"24",-0.456577985136387
"25",0.78731257333032
"26",-0.106060733162719
"27",-0.342543161176664
"28",-0.456504460751249
"29",-0.318467098385142
"30",-0.151948865810813
"31",-0.43104851186352
"32",-0.123903160835444
"33",-0.445751179546741
"34",-0.330864349716314
"35",0.837663832366932
"36",-0.176014203899876
"37",-0.415049046322693
"38",-0.142126974293997
"39",0.244939160203949
"40",-0.790650888755695
"41",-0.307007155232557
"42",-0.173152102346145
"43",-0.374291101213019
"44",-0.290258807598063
"45",0.628328139116697
"46",-0.19290046627295
"47",0.544613921581569
"48",0.527900244622147
"49",-0.501076914088506
"50",-0.507711596042095
"51",0.676634905194959
"52",-0.174306609331485
"53",-0.546587019154155
"54",-0.131787582102361
"55",-0.407007360862299
"56",-0.299952127451476
"57",0.709523851537674
"58",-0.280823241424775
"59",-0.164423563946334
"60",0.648443456460995
"61",0.322983876940575
"62",-0.159573681601543
"63",-0.227470161963913
"64",0.473293214119093
"65",-0.295212956816071
"66",-0.444223495510593
"67",0.728072055103319
"68",-0.197221913740228
"69",0.391154136316066
"70",-0.134427172722623
"71",0.298627921519736
"72",-0.389494248429065
"73",-0.461057232200586
"74",-0.449026429771313
"75",-0.152032240945953
"76",-0.483056991458861
"77",-0.489730982629539
"78",0.54683867569736
"79",0.46899559272829
"80",0.528708258003435
"81",-0.56135710190687
"82",0.336110613160021
"83",0.528611971970284
"84",0.727133395057523
"85",-0.187965380108413
"86",0.615068843475532
"87",0.814776708624257
"88",-0.115446994433289
"89",0.338585021677715
"90",-0.46231226487306
"91",-0.494331759526647
"92",-0.304835955261463
"93",-0.229900970272618
"94",-0.175634789601683
"95",-0.698870030243167
"96",-0.210152012443631
"97",-0.146416757437466
"98",-0.509024604811595
"99",-0.1344726889142
"100",0.624460983721967
"101",-0.320541150983331
"102",0.508694831866605
"103",0.647240013160325
"104",-0.27237207966633
"105",-0.342716328534205
"106",0.471434396364451
"107",0.788880347823208
"108",-0.117661059294676
"109",0.510685584297441
"110",-0.295401029843067
"111",-0.211040198730744
"112",0.653749313331296
"113",0.490014424046472
"114",-0.219223505632396
"115",0.603737113036024
"116",-0.379833623569658
"117",-0.245903354656953
"118",0.562186071248734
"119",-0.15598926695226
"120",0.472627114953735
"121",-0.219723512995629
"122",0.752327625191289
"123",-0.384589183938902
"124",-0.691122374496433
"125",0.671928509284584
"126",-0.499635726144173
"127",-0.376088091064493
"128",0.703895078710541
"129",-0.112301156209724
"130",-0.149327478693295
"131",-0.363424611675917
"132",0.75946314160158
"133",-0.208189834812461
"134",-0.475451651378212
"135",-0.514952780760891
"136",-0.284158047722322
"137",-0.220839757448601
"138",0.821138655425621
"139",-0.196652557223093
"140",-0.249734291922274
"141",0.604050922647839
"142",-0.123099523920263
"143",0.580137967167318
"144",-0.15631571788363
"145",-0.196476582440136
"146",0.726863633654688
"147",0.688992792969197
"148",0.592017848664935
"149",0.491371576187485
"150",-0.442021018290255
"151",-0.164623299164931
"152",-0.406615125226597
"153",-0.197842175198597
"154",0.565000884470538
"155",0.575407309297875
"156",-0.429551924455393
"157",0.872214060506789
"158",-0.139394249215396
"159",0.410128795651063
"160",0.167985880440258
"161",0.273052206989579
"162",-0.467675658371268
"163",-0.461591832648378
"164",-0.468226218007185
"165",-0.403136275302665
"166",-0.152341175962901
"167",0.544617221999978
"168",-0.310911488113549
"169",-0.33618618247907
"170",0.514195286729965
"171",-0.345165017776697
"172",-0.286823923743652
"173",-0.282022888327256
"174",-0.110523301271425
"175",0.810125220818974
"176",0.160249821737015
"177",-0.152864628341637
"178",0.501720565989156
"179",-0.112618748286805
"180",0.804658293098027
"181",0.487959295290184
"182",-0.104647301551164
"183",-0.109413206324992
"184",0.691565956848779
"185",-0.178398124714303
"186",-0.423829365467269
"187",-0.836468370627814
"188",-0.564029993397036
"189",-0.769841045385344
"190",-0.182921248608427
"191",-0.368566993117869
"192",0.802247560817655
"193",0.277889673299387
"194",-0.444117896944658
"195",-0.119005098736597
"196",-0.485089870497305
"197",-0.158476402742445
"198",0.245411272068948
"199",-0.163190224136736
"200",0.47702135829065
"201",0.530373962220624
"202",-0.430615463829289
"203",-0.228979955531421
"204",-0.346313362793366
"205",-0.165680970058634
"206",-0.102048540383601
"207",0.76941295637961
"208",-0.527377412817413
"209",-0.281708807937664
"210",-0.457265060686998
"211",0.530174957231324
"212",0.461167756916638
"213",0.516139237293082
"214",-0.367570024268214
"215",0.620946416750666
"216",0.259987132490627
"217",-0.186574843613192
"218",-0.10788265229578
"219",-0.498178869507229
"220",-0.170654643395199
"221",0.806465620081974
"222",0.641166642017063
"223",0.245443972445366
"224",-0.462690717045045
"225",-0.421351460752657
"226",-0.305462969226313
"227",-0.348234900784778
"228",0.553024528690905
"229",-0.311456562280455
"230",0.877992817117439
"231",-0.486671287715196
"232",0.586936320998284
"233",-0.183127648055831
"234",-0.276226273210191
"235",-0.15335830878723
"236",0.64891013047566
"237",-0.470319122095332
"238",-0.131296122257262
"239",0.857413273038724
"240",-0.326351989706496
"241",0.839167077954839
"242",-0.493925126983545
"243",0.202849703673394
"244",0.692195142680382
"245",0.239917788077623
"246",-0.132142341931655
"247",-0.209760870051535
"248",0.27121527964743
"249",-0.31284786165982
"250",-0.112323116740468
"251",-0.364684743016377
"252",-0.417826780548038
"253",-0.412739162940879
"254",-0.0999724465436922
"255",-0.154211932882524
"256",-0.42412347863154
"257",-0.115185150649829
"258",-0.360913523557094
"259",0.357186129516277
"260",-0.459294345763714
"261",0.628875514334242
"262",-0.100702908014444
"263",0.625959481681723
"264",-0.128533751286167
"265",-0.104878500200247
"266",-0.196551136957988
"267",0.656396354021689
"268",0.797306418430044
"269",-0.153492930630786
"270",-0.117875372253038
"271",-0.476196363718338
"272",-0.204383281917078
"273",0.246924883445835
"274",-0.297358027129684
"275",-0.515863285477066
"276",0.614757081064091
"277",-0.3608029269553
"278",-0.200485732383948
"279",-0.48153275171364
"280",-0.134813620332706
"281",0.50520653485071
"282",0.235659147349828
"283",-0.143744947074267
"284",-0.517413599941379
"285",0.550410983267029
"286",-0.348678866370268
"287",0.328379441900259
"288",0.511200324084514
"289",-0.185153440425857
"290",-0.13996164891717
"291",-0.201639705667034
"292",-0.164701989837272
"293",0.877857894136834
"294",-0.466889403187869
"295",-0.279401721279597
"296",0.524416475982884
"297",-0.10161837453866
"298",0.528675121345003
"299",0.585539185192891
"300",0.167702060600111
"301",0.528058357805304
"302",0.551287255169485
"303",0.33164430204119
"304",-0.104884914146344
"305",-0.173072364576752
"306",0.523452351403684
"307",-0.424112891388528
"308",-0.35782848572041
"309",-0.522254500623973
"310",-0.245191365965298
"311",0.207098796407633
"312",-0.18693627777195
"313",-0.164788363346491
"314",0.536712508282578
"315",-0.140856797553337
"316",-0.439457632668791
"317",0.482619636621221
"318",0.89098835145934
"319",-0.490749837754168
"320",-0.346564383519339
"321",-0.195132704558753
"322",-0.445248829310767
"323",-0.426106896633705
"324",-0.304007245077017
"325",-0.477566642292911
"326",-0.115521444248379
"327",-0.237917672953445
"328",-0.100404788076871
"329",-0.187628050425707
"330",0.609195414944563
"331",-0.164574837956359
"332",0.783489065343
"333",-0.379444264917113
"334",0.585588077513417
"335",-0.23943631157993
"336",-0.314323954879546
"337",-0.129066884481614
"338",0.524517286692727
"339",-0.286275618009219
"340",0.766698014577759
"341",-0.376672711639643
"342",0.63685898151002
"343",-0.37235410378762
"344",-0.484126874085627
"345",-0.332262527324743
"346",-0.490042574059433
"347",-0.48563907647688
"348",-0.369180156432838
"349",0.447905098873344
"350",0.236477774434356
"351",-0.102898776037057
"352",-0.500130463392893
"353",0.606475871600993
"354",-0.222250010861652
"355",-0.21898432905042
"356",-0.46793899570043
"357",-0.526614909030467
"358",0.284648348231158
"359",-0.365591241081953
"360",-0.332115112848685
"361",0.498918103091152
"362",0.591352625096769
"363",0.495818357054307
"364",-0.347129672359218
"365",-0.445441253415571
"366",0.231616857868984
"367",-0.718132762202599
"368",-0.30485800856121
"369",-0.4262899972612
"370",0.725550369391672
"371",0.773685449330559
"372",-0.22643183465723
"373",0.631650192565556
"374",0.657388399534548
"375",-0.108568275968732
"376",-0.526214030903732
"377",-0.175695761917793
"378",-0.379146887109807
"379",-0.228944619639605
"380",-0.384136049832251
"381",0.232464935937568
"382",-0.101728927257792
"383",0.76723181732317
"384",-0.243970113525184
"385",0.645673689146317
"386",0.570395935635568
"387",0.865732892186799
"388",-0.241973558876626
"389",-0.319254387933614
"390",-0.498744808143403
"391",-0.344603561812742
"392",0.770964279334172
"393",-0.41421132654372
"394",-0.450102323672995
"395",-0.13262166880105
"396",-0.132670572994858
"397",0.632785487461014
"398",-0.145935783156193
"399",-0.194785924420342
"400",-0.436691792414504
"401",0.876503756133902
"402",-0.1836871206381
"403",-0.35394531486615
"404",-0.333587933713612
"405",-0.148334039035257
"406",-0.137905237017279
"407",0.630282421879984
"408",0.491531294888344
"409",0.181034026012343
"410",0.772573645564855
"411",-0.36847095438637
"412",-0.220226997572589
"413",-0.361940568960004
"414",-0.359400153688554
"415",-0.192479184147357
"416",0.682928027957832
"417",-0.29329653425498
"418",0.197042870702544
"419",0.491376518935872
"420",0.707077255541793
"421",-0.290473231026153
"422",0.842955081673105
"423",0.603746445229146
"424",0.531111561452729
"425",-0.60179239757414
"426",-0.470761253154341
"427",0.47559346551935
"428",0.632801770227067
"429",-0.45715996576343
"430",0.560544252990821
"431",-0.304167129155128
"432",-0.315813435767711
"433",0.472366796539338
"434",-0.371557864701057
"435",-0.217860312980765
"436",0.198058393951064
"437",-0.298460461908623
"438",-0.783898039959847
"439",0.184047755651128
"440",0.5160322048156
"441",0.309967313216211
"442",-0.145733127957668
"443",-0.110927030364155
"444",0.584622539034523
"445",0.540713553509574
"446",-0.146242997102608
"447",-0.178432726340719
"448",0.8020009314672
"449",0.899422378148364
"450",-0.193997468315639
"451",-0.409934402012288
"452",-0.440822772308672
"453",-0.278337366578336
"454",-0.423143334683706
"455",-0.412237687160386
"456",-0.134984615816184
"457",-0.313787695564092
"458",-0.111793092465589
"459",0.504839295121899
"460",-0.385821074465347
"461",-0.458111680275092
"462",-0.40935901315593
"463",0.563446460530033
"464",-0.158736929832368
"465",0.488229492416969
"466",-0.176035261596962
"467",0.683289139652322
"468",-0.655767542019293
"469",-0.430935264984638
"470",-0.183625619497466
"471",-0.313337328979221
"472",-0.386926955470817
"473",-0.283826854515675
"474",0.60278271174522
"475",0.832634886376514
"476",0.499851669406344
"477",-0.30129817846951
"478",0.495091208446167
"479",-0.127264694435021
"480",0.722277775662557
"481",-0.36128361570892
"482",0.169982189258126
"483",0.502817508465435
"484",0.313863419211574
"485",-0.364299304658161
"486",-0.353901308460133
"487",0.640122301261518
"488",0.827523580053555
"489",-0.278852843403726
"490",-0.488444026478409
"491",0.285248776868938
"492",-0.217904670615082
"493",0.4920330216649
"494",0.284123203491202
"495",0.824588011212278
"496",0.494491888664679
"497",0.510257506045998
"498",0.571752616244774
"499",-0.22034262776191
"500",-0.480677474868713
"501",0.172112388305964
"502",0.250919033570557
"503",0.612198374536741
"504",-0.346766567586663
"505",-0.829053634479455
"506",-0.385504409733452
"507",-0.177240174496982
"508",-0.338062044509397
"509",0.345752427935271
"510",-0.31093572646186
"511",-0.334039030872493
"512",-0.124845884004324
"513",-0.433128158474392
"514",-0.335483828281287
"515",-0.409258653122962
"516",0.540129156841125
"517",-0.346557607894573
"518",-0.336416713138747
"519",0.781534744560631
"520",0.886713284824844
"521",-0.11955124941414
"522",-0.104261096165347
"523",-0.364833604881637
"524",-0.114698685855491
"525",-0.518963728236413
"526",0.86076457200602
"527",-0.127161968597628
"528",-0.513421672836028
"529",-0.114981063911412
"530",-0.284488935441192
"531",0.814832935757652
"532",-0.213933923257016
"533",-0.107190369705509
"534",-0.211895629442475
"535",0.177454140403203
"536",0.277930619362083
"537",0.705521545374526
"538",0.723007243446406
"539",-0.323827541107484
"540",-0.313437920798392
"541",-0.237100945649897
"542",-0.361936930766903
"543",-0.137338466050516
"544",-0.152253956990151
"545",0.83240050003385
"546",-0.149690249060147
"547",-0.110532211601614
"548",-0.152573073630789
"549",-0.24942424741014
"550",-0.324815530778586
"551",0.618674315210966
"552",-0.275533180132244
"553",-0.158012010459065
"554",-0.407300979830361
"555",-0.443780587419493
"556",-0.185256347167627
"557",0.780621826911052
"558",0.724871477623842
"559",0.201510850563766
"560",0.582976488722361
"561",0.304970134227977
"562",0.660395155714937
"563",0.338057639209351
"564",0.701376721505908
"565",-0.141704519061584
"566",0.236372552104201
"567",-0.13550849815656
"568",-0.107265751272043
"569",0.596272272338958
"570",0.710791464221038
"571",0.692466553467651
"572",-0.503625223015705
"573",-0.136824537765422
"574",-0.486855653826632
"575",-0.215390364777085
"576",-0.40068604791335
"577",-0.164014685126649
"578",-0.310183343252744
"579",-0.411070459556931
"580",-0.227720488493973
"581",-0.107387020482017
"582",-0.107213262960882
"583",0.72136760194682
"584",-0.361686848255516
"585",-0.412124596865208
"586",-0.325841891518038
"587",0.687425752436721
"588",-0.172356786598106
"589",0.496773675119821
"590",0.76186301578652
"591",0.788783671677457
"592",0.610469547103013
"593",-0.322913109937033
"594",0.184681637703444
"595",-0.139040331951637
"596",-0.192728216044226
"597",-0.368328544404717
"598",-0.272659125361483
"599",-0.32085273417171
"600",-0.509938523536968
"601",-0.482741545067311
"602",-0.173858333414163
"603",-0.386941810758953
"604",0.835156634523667
"605",-0.137390965807877
"606",-0.272844563409791
"607",0.648045375326813
"608",0.299065972905208
"609",0.706757756284169
"610",-0.354088321950146
"611",-0.466938580441287
"612",0.66893115810892
"613",-0.202042766444908
"614",-0.142110613682687
"615",-0.125536186914535
"616",-0.271132574696717
"617",-0.397167965898364
"618",-0.215569358608457
"619",-0.398049569099083
"620",0.607160386629722
"621",0.273145118803154
"622",-0.360465735642407
"623",-0.131512539464293
