sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores
0,0,0.04989739778179726,38,35,1300
1,0,0.07328604469305772,38,35,1300
2,0,0.058139920390762975,38,35,1300
3,0,0.07496403795341099,38,35,1300
4,0,0.07786843131616847,38,35,1300
5,0,0.0732416590980316,38,35,1300
6,0,0.044094433751300954,38,35,1300
7,0,0.05624571638346411,38,35,1300
8,0,0.0765314061351186,38,35,1300
9,0,0.046767692276678416,38,35,1300
10,0,0.04937775568768725,38,35,1300
11,0,0.06766058541527487,38,35,1300
12,0,0.04449935770229181,38,35,1300
13,0,0.07781169272312127,38,35,1300
14,0,0.06297941291952792,38,35,1300
15,0,0.07469169897910298,38,35,1300
16,0,0.060745206544920397,38,35,1300
17,0,0.05699289726558071,38,35,1300
18,0,0.07922738602637003,38,35,1300
19,0,0.06516325623722434,38,35,1300
20,0,0.05418716290192235,38,35,1300
21,0,0.0692778527389691,38,35,1300
22,0,0.058436710335095794,38,35,1300
23,0,0.06336492417713198,38,35,1300
24,0,0.06890833786509033,38,35,1300
25,0,0.04457103130273163,38,35,1300
26,0,0.0542644687789048,38,35,1300
27,0,0.0736636261445589,38,35,1300
28,0,0.05014632509509016,38,35,1300
29,0,0.07320490759184396,38,35,1300
30,0,0.05043279331414655,38,35,1300
31,0,0.06743506828140852,38,35,1300
32,0,0.0624910327559053,38,35,1300
33,0,0.07025388959632438,38,35,1300
34,0,0.0525460478171066,38,35,1300
35,0,0.0505567850963633,38,35,1300
36,0,0.07297662388662096,38,35,1300
37,0,0.05288401740605088,38,35,1300
38,0,0.07808375525818134,38,35,1300
39,0,0.06927282850023474,38,35,1300
40,0,0.06497074267124811,38,35,1300
41,0,0.0476914281687102,38,35,1300
42,0,0.05946583436545187,38,35,1300
43,0,0.05431911416461125,38,35,1300
44,0,0.06496589098607009,38,35,1300
45,0,0.050246242411778275,38,35,1300
46,0,0.06459300520285642,38,35,1300
47,0,0.07487413823117484,38,35,1300
48,0,0.07939715374566458,38,35,1300
49,0,0.06256865898686595,38,35,1300
50,0,0.045001885950798126,38,35,1300
51,0,0.04263586762835261,38,35,1300
52,0,0.06578719882114756,38,35,1300
53,0,0.05129370948851111,38,35,1300
54,0,0.060896013263873644,38,35,1300
55,0,0.07701445742828575,38,35,1300
56,0,0.06597116050044964,38,35,1300
57,0,0.06068530848058372,38,35,1300
58,0,0.047812435277401706,38,35,1300
59,0,0.07331372900497432,38,35,1300
60,0,0.07761708609427607,38,35,1300
61,0,0.06343708455456402,38,35,1300
62,0,0.05582168657208861,38,35,1300
63,0,0.059392046970806696,38,35,1300
64,0,0.07929588281280543,38,35,1300
65,0,0.07759157573645203,38,35,1300
66,0,0.06658380190174402,38,35,1300
67,0,0.07930313825113391,38,35,1300
68,0,0.05109810564471287,38,35,1300
69,0,0.0604101835036147,38,35,1300
70,0,0.07562262613823126,38,35,1300
71,0,0.050502826148445916,38,35,1300
72,0,0.06880314843452057,38,35,1300
73,0,0.05960234426631636,38,35,1300
74,0,0.07852274306685632,38,35,1300
75,0,0.04769027089979896,38,35,1300
76,0,0.05555145339592102,38,35,1300
77,0,0.04599457622631458,38,35,1300
78,0,0.044038929256889625,38,35,1300
79,0,0.06636728990733899,38,35,1300
80,0,0.04368688105333146,38,35,1300
81,0,0.06644385122590987,38,35,1300
82,0,0.07686196309258485,38,35,1300
83,0,0.04700177978296016,38,35,1300
84,0,0.06622535360267681,38,35,1300
85,0,0.07300804318197944,38,35,1300
86,0,0.0456637839206543,38,35,1300
87,0,0.04134490651845367,38,35,1300
