power_id,sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
0,0,51,0.055,82,38,3116,0.0467007046258027,0.039,93
0,0,17,0.055,82,38,3116,0.000220024855309,0.0,59
0,0,34,0.055,82,38,3116,0.0015411186254695,0.0,76
0,0,68,0.055,82,38,3116,0.0043961055140829,0.0,110
0,0,84,0.055,82,38,3116,0.0007747990540001,0.0,126
0,0,0,0.055,82,38,3116,0.0073689048551896,0.001,42
0,0,52,0.055,82,38,3116,8.144620589416407e-08,0.0,94
0,0,18,0.055,82,38,3116,0.0014382486251711,0.0,60
0,0,35,0.055,82,38,3116,0.3189910807896268,0.051,77
0,0,85,0.055,82,38,3116,1.036566626410165e-05,0.0,127
0,0,1,0.055,82,38,3116,8.249121654601611e-06,0.0,43
0,0,53,0.055,82,38,3116,0.1714001933110487,0.15,95
0,0,19,0.055,82,38,3116,0.063054066477736,0.021,61
0,0,69,0.055,82,38,3116,0.0002130290417175,0.0,111
0,0,36,0.055,82,38,3116,0.0154247085664716,0.0,78
0,0,86,0.055,82,38,3116,0.1405391337393953,0.005,128
0,0,54,0.055,82,38,3116,0.3097385473401692,0.365,96
0,0,2,0.055,82,38,3116,0.0017813779149339,0.002,44
0,0,87,0.055,82,38,3116,0.0154077136710952,0.003,129
0,0,20,0.055,82,38,3116,0.0009747111585428,0.0,62
0,0,70,0.055,82,38,3116,1.0112936761225158e-06,0.0,112
0,0,37,0.055,82,38,3116,0.1041731055886638,0.042,79
0,0,3,0.055,82,38,3116,0.2536192891719553,0.056,45
0,0,55,0.055,82,38,3116,0.0005190388311891,0.0,97
0,0,71,0.055,82,38,3116,6.192650635482035e-05,0.0,113
0,0,88,0.055,82,38,3116,0.0601173352323102,0.028,130
0,0,21,0.055,82,38,3116,0.0032260457865659,0.0,63
0,0,56,0.055,82,38,3116,0.1094928647769724,0.015,98
0,0,38,0.055,82,38,3116,0.0547756282864999,0.007,80
0,0,22,0.055,82,38,3116,6.723291209116163e-07,0.0,64
0,0,89,0.055,82,38,3116,0.0191565842897669,0.004,131
0,0,4,0.055,82,38,3116,0.1660143346248975,0.007,46
0,0,72,0.055,82,38,3116,0.004100285447045,0.0,114
0,0,57,0.055,82,38,3116,0.0512450568245333,0.012,99
0,0,39,0.055,82,38,3116,5.12098639314136e-10,0.0,81
0,0,73,0.055,82,38,3116,0.0051856200623485,0.0,115
0,0,5,0.055,82,38,3116,0.0409067351477656,0.003,47
0,0,90,0.055,82,38,3116,0.000519806117954,0.0,132
0,0,23,0.055,82,38,3116,0.3377291113749431,0.034,65
0,0,24,0.055,82,38,3116,0.0317821057303268,0.002,66
0,0,40,0.055,82,38,3116,0.008267107827754,0.004,82
0,0,58,0.055,82,38,3116,0.0001334864522813,0.0,100
0,0,6,0.055,82,38,3116,0.0008825045159935,0.0,48
0,0,74,0.055,82,38,3116,0.0897592537411669,0.002,116
0,0,91,0.055,82,38,3116,0.0939758570696912,0.07,133
0,0,41,0.055,82,38,3116,7.107116687452507e-05,0.0,83
0,0,25,0.055,82,38,3116,0.1158140281392667,0.006,67
0,0,75,0.055,82,38,3116,0.0471619837437593,0.001,117
0,0,7,0.055,82,38,3116,0.0002080423465505,0.0,49
0,0,59,0.055,82,38,3116,0.0001988891019353,0.0,101
0,0,42,0.055,82,38,3116,1.7610004547921253e-05,0.0,84
0,0,92,0.055,82,38,3116,0.0139547118313355,0.0,134
0,0,26,0.055,82,38,3116,0.1140747741347408,0.003,68
0,0,60,0.055,82,38,3116,0.200790301319208,0.039,102
0,0,93,0.055,82,38,3116,0.088768931301105,0.004,135
0,0,27,0.055,82,38,3116,1.3622073006158762e-05,0.0,69
0,0,8,0.055,82,38,3116,0.0126137960679003,0.001,50
0,0,76,0.055,82,38,3116,0.0131107456644984,0.009,118
0,0,61,0.055,82,38,3116,3.940798083464936e-05,0.0,103
0,0,43,0.055,82,38,3116,0.2447849774497889,0.304,85
0,0,77,0.055,82,38,3116,0.1423948099670122,0.044,119
0,0,94,0.055,82,38,3116,9.578650893966926e-06,0.0,136
0,0,28,0.055,82,38,3116,0.0031934164819286,0.0,70
0,0,62,0.055,82,38,3116,0.009049680654895,0.002,104
0,0,44,0.055,82,38,3116,0.0011633558870711,0.0,86
0,0,9,0.055,82,38,3116,4.4375878296215326e-05,0.0,51
0,0,78,0.055,82,38,3116,1.6310648516654838e-05,0.0,120
0,0,95,0.055,82,38,3116,0.0245474376583028,0.001,137
0,0,45,0.055,82,38,3116,0.0012521734357468,0.0,87
0,0,63,0.055,82,38,3116,0.0625673056263974,0.001,105
0,0,29,0.055,82,38,3116,0.0005707948114722,0.0,71
0,0,79,0.055,82,38,3116,0.0007106177725554,0.0,121
0,0,10,0.055,82,38,3116,0.0176120663440221,0.007,52
0,0,96,0.055,82,38,3116,0.0290258204687639,0.0,138
0,0,46,0.055,82,38,3116,0.2413704668700615,0.074,88
0,0,64,0.055,82,38,3116,0.0001765588691561,0.0,106
0,0,11,0.055,82,38,3116,0.003012053804033,0.0,53
0,0,30,0.055,82,38,3116,0.0474743311559123,0.0,72
0,0,97,0.055,82,38,3116,0.0671616796100901,0.005,139
0,0,80,0.055,82,38,3116,0.0001071422843954,0.0,122
