power_id,sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
0,0,68,0.04,125,38,4750,1.7943472054196724e-05,0.0,110
0,0,69,0.04,125,38,4750,0.0061170039302939,0.0,111
0,0,17,0.04,125,38,4750,5.754491333311852e-06,0.0,59
0,0,34,0.04,125,38,4750,0.0115837520248784,0.01,76
0,0,0,0.04,125,38,4750,0.0248302819425017,0.019,42
0,0,51,0.04,125,38,4750,1.318840491241981e-06,0.0,93
0,0,84,0.04,125,38,4750,0.1299928980986838,0.077,126
0,0,35,0.04,125,38,4750,0.1478062922189328,0.076,77
0,0,18,0.04,125,38,4750,0.4367733132199122,0.478,60
0,0,70,0.04,125,38,4750,0.0002818867116037,0.0,112
0,0,52,0.04,125,38,4750,1.2577232355763308e-07,0.0,94
0,0,1,0.04,125,38,4750,0.2094031237042108,0.214,43
0,0,85,0.04,125,38,4750,0.1111830472928276,0.049,127
0,0,36,0.04,125,38,4750,0.2679588502658532,0.31,78
0,0,19,0.04,125,38,4750,0.0014936021847705,0.001,61
0,0,53,0.04,125,38,4750,3.956060160114373e-05,0.0,95
0,0,86,0.04,125,38,4750,8.40347072175412e-06,0.0,128
0,0,71,0.04,125,38,4750,3.163476656325235e-06,0.0,113
0,0,20,0.04,125,38,4750,0.3869321265356774,0.324,62
0,0,87,0.04,125,38,4750,0.0262159495811675,0.016,129
0,0,54,0.04,125,38,4750,8.91180149323341e-10,0.0,96
0,0,37,0.04,125,38,4750,6.635841038440755e-07,0.0,79
0,0,2,0.04,125,38,4750,2.78108333780775e-05,0.0,44
0,0,3,0.04,125,38,4750,0.2470906107834584,0.201,45
0,1,51,0.04,180,38,6840,9.762978325684924e-05,0.0,93
0,1,17,0.04,180,38,6840,9.25037974165414e-08,0.0,59
0,1,84,0.04,180,38,6840,2.2412467919761745e-07,0.0,126
0,1,68,0.04,180,38,6840,0.0001250672724628,0.0,110
0,1,34,0.04,180,38,6840,0.0022925720433763,0.001,76
0,1,0,0.04,180,38,6840,0.0083596109065184,0.003,42
0,1,52,0.04,180,38,6840,0.0006015973793062,0.0,94
0,1,35,0.04,180,38,6840,6.94482167549593e-06,0.0,77
0,1,18,0.04,180,38,6840,0.005586326926738,0.001,60
0,1,69,0.04,180,38,6840,0.2140212603406067,0.217,111
0,1,85,0.04,180,38,6840,0.0016959488977834,0.0,127
0,1,53,0.04,180,38,6840,0.0228255392278393,0.007,95
0,1,1,0.04,180,38,6840,0.012480528182447,0.006,43
0,1,36,0.04,180,38,6840,3.756951924656252e-08,0.0,78
0,1,70,0.04,180,38,6840,0.0004002593242723,0.0,112
0,1,86,0.04,180,38,6840,0.0558831709551633,0.059,128
0,1,2,0.04,180,38,6840,2.6851827692711923e-05,0.0,44
0,1,19,0.04,180,38,6840,6.498927720976039e-08,0.0,61
0,1,54,0.04,180,38,6840,0.0654355538517243,0.079,96
0,1,37,0.04,180,38,6840,0.0001369123374706,0.0,79
0,1,71,0.04,180,38,6840,0.1210938333789467,0.088,113
0,1,20,0.04,180,38,6840,2.060086096690714e-06,0.0,62
0,1,87,0.04,180,38,6840,7.575992306880721e-06,0.0,129
0,1,3,0.04,180,38,6840,0.0016028843212422,0.002,45
0,1,72,0.04,180,38,6840,0.0002916024534781,0.0,114
0,1,38,0.04,180,38,6840,0.0031820498412207,0.001,80
0,1,55,0.04,180,38,6840,0.0011732928533294,0.0,97
0,1,21,0.04,180,38,6840,0.0746119404073158,0.08,63
0,1,88,0.04,180,38,6840,1.0131393485021321e-07,0.0,130
0,1,56,0.04,180,38,6840,0.0054254839085514,0.002,98
0,1,39,0.04,180,38,6840,1.383320794650018e-12,0.0,81
0,1,4,0.04,180,38,6840,0.0148470468644934,0.012,46
0,1,73,0.04,180,38,6840,1.0440310542897836e-06,0.0,115
0,1,89,0.04,180,38,6840,0.0001567671012319,0.0,131
0,1,22,0.04,180,38,6840,0.0836743082630371,0.073,64
0,1,57,0.04,180,38,6840,0.2568247534561576,0.161,99
0,1,74,0.04,180,38,6840,0.1794025425536995,0.163,116
0,1,40,0.04,180,38,6840,1.023773715373834e-06,0.0,82
0,1,23,0.04,180,38,6840,5.027113148300051e-07,0.0,65
0,1,75,0.04,180,38,6840,1.8115079767956884e-06,0.0,117
0,1,90,0.04,180,38,6840,0.1661937996355237,0.13,132
0,1,5,0.04,180,38,6840,0.0005853655166051,0.0,47
0,1,58,0.04,180,38,6840,0.048008571680741,0.032,100
0,1,41,0.04,180,38,6840,0.2753374534363992,0.269,83
0,1,24,0.04,180,38,6840,4.1822738160835615e-10,0.0,66
0,1,91,0.04,180,38,6840,5.745795701541598e-05,0.0,133
0,1,6,0.04,180,38,6840,1.83543111147008e-08,0.0,48
0,1,7,0.04,180,38,6840,0.0011993236492337,0.0,49
0,2,0,0.04,154,38,5852,0.0064915122598015,0.0,42
0,2,34,0.04,154,38,5852,0.0628747474392938,0.028,76
0,2,51,0.04,154,38,5852,8.803489569205476e-12,0.0,93
0,2,68,0.04,154,38,5852,0.0918193839398232,0.069,110
0,2,84,0.04,154,38,5852,3.710807688225498e-11,0.0,126
0,2,17,0.04,154,38,5852,0.0001887081140936,0.0,59
0,2,35,0.04,154,38,5852,6.835404980078635e-11,0.0,77
0,2,1,0.04,154,38,5852,2.196478092469844e-08,0.0,43
0,2,52,0.04,154,38,5852,0.2791386336448346,0.338,94
0,2,69,0.04,154,38,5852,0.1208066990861498,0.084,111
0,2,85,0.04,154,38,5852,1.5581770198245245e-06,0.0,127
0,2,18,0.04,154,38,5852,0.0014272281462506,0.0,60
0,2,36,0.04,154,38,5852,0.0075219820071915,0.002,78
0,2,53,0.04,154,38,5852,0.0378408647833737,0.009,95
0,2,2,0.04,154,38,5852,0.0066192473459327,0.005,44
0,2,70,0.04,154,38,5852,1.425949285676129e-05,0.0,112
0,2,37,0.04,154,38,5852,0.1786444090354127,0.178,79
0,2,86,0.04,154,38,5852,0.0156551193685599,0.007,128
0,2,54,0.04,154,38,5852,7.008625165155304e-06,0.0,96
0,2,19,0.04,154,38,5852,5.228605268783581e-05,0.0,61
0,2,3,0.04,154,38,5852,0.6566799653351368,0.666,45
0,2,71,0.04,154,38,5852,0.0001315866796684,0.0,113
0,2,87,0.04,154,38,5852,0.000417185134413,0.0,129
0,2,20,0.04,154,38,5852,0.1546219988955131,0.141,62
0,3,17,0.04,77,38,2926,8.176894676286602e-06,0.0,59
0,3,34,0.04,77,38,2926,0.1508557654816353,0.119,76
0,3,51,0.04,77,38,2926,0.0415576072615605,0.004,93
0,3,18,0.04,77,38,2926,0.0763623101824495,0.047,60
0,3,84,0.04,77,38,2926,0.0020846015421228,0.0,126
0,3,68,0.04,77,38,2926,0.3857049810323166,0.332,110
0,3,69,0.04,77,38,2926,5.706625451101791e-05,0.0,111
0,3,52,0.04,77,38,2926,0.4134288923490481,0.369,94
0,3,0,0.04,77,38,2926,0.0074208095509093,0.002,42
0,3,35,0.04,77,38,2926,0.0002227938240747,0.0,77
0,3,85,0.04,77,38,2926,0.7162054925445842,0.756,127
0,3,19,0.04,77,38,2926,0.3515950922316069,0.373,61
0,3,70,0.04,77,38,2926,0.1729440683854411,0.15,112
0,3,1,0.04,77,38,2926,0.0266475683222714,0.023,43
0,3,36,0.04,77,38,2926,0.0008071830961113,0.0,78
0,3,53,0.04,77,38,2926,0.0090653601057844,0.004,95
0,3,86,0.04,77,38,2926,4.417378648083778e-05,0.0,128
0,3,20,0.04,77,38,2926,0.1954908812339806,0.156,62
0,3,37,0.04,77,38,2926,0.0563574012803806,0.033,79
0,3,54,0.04,77,38,2926,0.3357804744226546,0.235,96
0,3,87,0.04,77,38,2926,0.3733770078639078,0.339,129
0,3,71,0.04,77,38,2926,0.0074677524563544,0.004,113
0,3,2,0.04,77,38,2926,0.3994312303766802,0.3,44
0,3,3,0.04,77,38,2926,0.0080389170963565,0.004,45
0,4,0,0.04,64,38,2432,0.0027881966769406,0.0,42
0,4,51,0.04,64,38,2432,0.0392821132749237,0.017,93
0,4,17,0.04,64,38,2432,0.2545821846910286,0.228,59
0,4,84,0.04,64,38,2432,0.4400695263061775,0.466,126
0,4,1,0.04,64,38,2432,0.0006524025075781,0.0,43
0,4,52,0.04,64,38,2432,0.131998211862404,0.084,94
0,4,68,0.04,64,38,2432,0.0211920220785462,0.013,110
0,4,18,0.04,64,38,2432,0.0949465263700523,0.077,60
0,4,2,0.04,64,38,2432,0.0005012574100682,0.0,44
0,4,85,0.04,64,38,2432,0.0135571873682146,0.009,127
0,4,53,0.04,64,38,2432,0.0806607829276389,0.072,95
0,4,34,0.04,64,38,2432,0.6625409480700505,0.732,76
0,4,3,0.04,64,38,2432,0.0001687860373692,0.0,45
0,4,86,0.04,64,38,2432,0.0003845620639347,0.0,128
0,4,54,0.04,64,38,2432,0.0004280289517788,0.0,96
0,4,19,0.04,64,38,2432,4.7209779045754144e-05,0.0,61
0,4,69,0.04,64,38,2432,0.5,0.545,111
0,4,35,0.04,64,38,2432,0.0011685126708508,0.0,77
0,4,87,0.04,64,38,2432,1.3219908076525407e-05,0.0,129
0,4,20,0.04,64,38,2432,0.0396454499096167,0.019,62
0,4,36,0.04,64,38,2432,0.0630865842809589,0.043,78
0,4,70,0.04,64,38,2432,0.3215303633811036,0.314,112
0,4,37,0.04,64,38,2432,0.0019063597805855,0.0,79
0,4,71,0.04,64,38,2432,0.0129655462813377,0.003,113
0,5,34,0.04,118,38,4484,0.0264422541817166,0.015,76
0,5,68,0.04,118,38,4484,0.5283814891667272,0.588,110
0,5,51,0.04,118,38,4484,0.0018880482454847,0.001,93
0,5,0,0.04,118,38,4484,0.0228547468799588,0.029,42
0,5,84,0.04,118,38,4484,0.0255546572396678,0.012,126
0,5,17,0.04,118,38,4484,0.4869787805034363,0.446,59
0,5,35,0.04,118,38,4484,0.0016497256165096,0.0,77
0,5,69,0.04,118,38,4484,0.0001975016710164,0.0,111
0,5,1,0.04,118,38,4484,0.001448514891422,0.0,43
0,5,85,0.04,118,38,4484,8.510508353078204e-05,0.0,127
0,5,52,0.04,118,38,4484,0.000710045375886,0.0,94
0,5,86,0.04,118,38,4484,0.0017878238171141,0.002,128
0,5,2,0.04,118,38,4484,0.0578677145761208,0.048,44
0,5,36,0.04,118,38,4484,4.477821899699051e-05,0.0,78
0,5,70,0.04,118,38,4484,9.720350992355096e-05,0.0,112
0,5,18,0.04,118,38,4484,0.1570954090111265,0.113,60
0,5,53,0.04,118,38,4484,0.0263368503599744,0.022,95
0,5,87,0.04,118,38,4484,0.0001042816724065,0.0,129
0,5,3,0.04,118,38,4484,0.037259338481647,0.015,45
0,5,71,0.04,118,38,4484,0.0808326884532259,0.03,113
0,5,19,0.04,118,38,4484,0.0394973731764296,0.012,61
0,5,54,0.04,118,38,4484,0.0067730885221573,0.002,96
0,5,37,0.04,118,38,4484,0.0954963890541792,0.043,79
0,5,20,0.04,118,38,4484,6.520257573261805e-06,0.0,62
0,5,72,0.04,118,38,4484,5.170777000058154e-05,0.0,114
