power_id,sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
0,0,0,0.055,80,38,3040,0.2379689632833775,0.156,42
0,0,334,0.055,80,38,3040,5.42510336405621e-09,0.0,376
0,0,668,0.055,80,38,3040,0.1997512293514897,0.147,710
0,0,1,0.055,80,38,3040,0.0006681140078834,0.0,43
0,0,1001,0.055,80,38,3040,0.0183294126093567,0.006,1043
0,0,335,0.055,80,38,3040,0.0014225791561128,0.0,377
0,0,1334,0.055,80,38,3040,1.6740167337407263e-05,0.0,1376
0,0,1667,0.055,80,38,3040,4.16477817294483e-08,0.0,1709
0,0,669,0.055,80,38,3040,0.0060437452247753,0.004,711
0,0,2,0.055,80,38,3040,3.599062208545117e-05,0.0,44
0,0,1002,0.055,80,38,3040,4.675738112737535e-05,0.0,1044
0,0,336,0.055,80,38,3040,0.003199474817978,0.0,378
0,0,1335,0.055,80,38,3040,2.818845398163683e-06,0.0,1377
0,0,1668,0.055,80,38,3040,0.0845507475901685,0.091,1710
0,0,670,0.055,80,38,3040,0.0002762197214318,0.0,712
0,0,3,0.055,80,38,3040,0.0404133012829708,0.034,45
0,0,1003,0.055,80,38,3040,1.0784384676183362e-05,0.0,1045
0,0,337,0.055,80,38,3040,0.2707864585627765,0.163,379
0,0,1336,0.055,80,38,3040,0.0013593501616837,0.0,1378
0,0,1669,0.055,80,38,3040,0.0379083904342518,0.007,1711
0,0,671,0.055,80,38,3040,6.896554989170824e-07,0.0,713
0,0,4,0.055,80,38,3040,0.0006134913130347,0.0,46
0,0,1004,0.055,80,38,3040,2.45197462539393e-05,0.0,1046
0,0,338,0.055,80,38,3040,0.0007700640069217,0.0,380
0,0,1337,0.055,80,38,3040,0.0364598448846112,0.02,1379
0,0,1670,0.055,80,38,3040,0.005822616561889,0.0,1712
0,0,672,0.055,80,38,3040,1.2042217390147153e-05,0.0,714
0,0,5,0.055,80,38,3040,1.4105910822321371e-05,0.0,47
0,0,1005,0.055,80,38,3040,1.2268708472070904e-05,0.0,1047
0,0,339,0.055,80,38,3040,1.0880907221513106e-10,0.0,381
0,0,1338,0.055,80,38,3040,4.48621001867199e-06,0.0,1380
0,0,1671,0.055,80,38,3040,5.933167119359012e-09,0.0,1713
0,0,673,0.055,80,38,3040,0.0001318374569964,0.0,715
0,0,6,0.055,80,38,3040,0.0001008145455661,0.0,48
0,0,1006,0.055,80,38,3040,5.122889941836065e-06,0.0,1048
0,0,1339,0.055,80,38,3040,0.247870450517191,0.22,1381
0,0,340,0.055,80,38,3040,3.914449511498814e-08,0.0,382
0,0,1672,0.055,80,38,3040,0.0035716558537342,0.001,1714
0,0,674,0.055,80,38,3040,0.0624384378795386,0.059,716
0,0,7,0.055,80,38,3040,0.0041809110476472,0.0,49
0,0,1007,0.055,80,38,3040,0.003967558698578,0.001,1049
0,0,341,0.055,80,38,3040,0.3240559680154733,0.38,383
0,0,1340,0.055,80,38,3040,1.767356361081634e-06,0.0,1382
0,0,1673,0.055,80,38,3040,0.0736789764694717,0.047,1715
0,0,675,0.055,80,38,3040,0.0195309839324506,0.009,717
0,0,8,0.055,80,38,3040,0.0230944291953119,0.008,50
0,0,1008,0.055,80,38,3040,0.0044987871232611,0.002,1050
0,0,342,0.055,80,38,3040,0.1571242559721958,0.097,384
0,0,1341,0.055,80,38,3040,0.0001387542426715,0.0,1383
0,0,1674,0.055,80,38,3040,0.0228379531371816,0.009,1716
0,0,676,0.055,80,38,3040,0.052889113504809,0.032,718
0,0,9,0.055,80,38,3040,0.1812529478178238,0.169,51
0,0,1009,0.055,80,38,3040,0.0039942427592742,0.0,1051
0,0,1342,0.055,80,38,3040,6.25991191930972e-08,0.0,1384
0,0,343,0.055,80,38,3040,0.1635176618065943,0.097,385
0,0,1675,0.055,80,38,3040,2.856091092767593e-08,0.0,1717
0,0,677,0.055,80,38,3040,0.0437434888218562,0.017,719
0,0,10,0.055,80,38,3040,8.356572899748655e-10,0.0,52
0,0,1010,0.055,80,38,3040,0.005120906891022,0.003,1052
0,0,1343,0.055,80,38,3040,3.951554041784109e-09,0.0,1385
0,0,1676,0.055,80,38,3040,4.035558651029127e-05,0.0,1718
0,0,344,0.055,80,38,3040,0.0089347040736995,0.001,386
0,0,678,0.055,80,38,3040,0.196288203200058,0.22,720
0,0,11,0.055,80,38,3040,5.312717259638458e-09,0.0,53
0,0,1011,0.055,80,38,3040,0.0101361227019755,0.005,1053
0,0,1344,0.055,80,38,3040,0.0041625854089091,0.001,1386
0,0,345,0.055,80,38,3040,0.0006631246291146,0.0,387
0,0,1677,0.055,80,38,3040,3.824629448878023e-05,0.0,1719
