sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
334,0,0.0584801082686481,38,35,1300,0.0602614894606823,0.0596240601503759,376
0,0,0.0683970632419203,38,35,1300,0.0062480941393339,0.01759398496240593,42
834,0,0.0794303405984947,38,35,1300,0.11952984918209,0.11827067669172925,876
668,0,0.0714869532320665,38,35,1300,0.0110914026733339,0.029323308270676682,710
835,0,0.0446304087496532,38,35,1300,0.0009358428758486,0.03433962264150938,877
1,0,0.049668061972107,38,35,1300,0.1331115054976556,0.16909774436090222,43
501,0,0.0431747142378346,38,35,1300,0.3756495458562178,0.4584210526315789,543
335,0,0.0570280129274206,38,35,1300,0.5162401155804734,0.36654135338345867,377
167,0,0.0527393486050699,38,35,1300,0.019994018993175,0.07394312067640277,209
669,0,0.06759915312025,38,35,1300,0.001360297147358,0.01759398496240593,711
2,0,0.0675644832487898,38,35,1300,0.2057615334686565,0.16616541353383452,44
336,0,0.0687784746153,38,35,1300,0.0900804676745677,0.19646616541353384,378
836,0,0.0465313851507488,38,35,1300,0.0544489731908709,0.07819548872180448,878
502,0,0.0428112063857827,38,35,1300,0.1376518692856562,0.1192481203007518,544
168,0,0.0552557612290557,38,35,1300,0.0125438519397516,0.08503759398496231,210
670,0,0.0724439249375257,38,35,1300,0.0887334753934761,0.10348749052312346,712
337,0,0.0508237437672942,38,35,1300,0.1970417437003863,0.23751879699248116,379
837,0,0.0753519053501479,38,35,1300,1.970516092744193e-06,0.0009774436090225298,879
3,0,0.047720010984837,38,35,1300,0.0050010586943725,0.038120300751879575,45
169,0,0.0730737355212961,38,35,1300,0.0065964426060293,0.1055639097744361,211
338,0,0.0658247022006004,38,35,1300,0.0048623154891563,0.01563909774436087,380
503,0,0.0466029346622225,38,35,1300,0.0238832252509667,0.09221967963386724,545
4,0,0.0447464634915859,38,35,1300,0.009445853372227,0.00977443609022556,46
170,0,0.0792480056394976,38,35,1300,0.0047702537056562,0.043007518796992356,212
671,0,0.0786818530705744,38,35,1300,0.0042860060884013,0.06939849624060145,713
838,0,0.0466653792398547,38,35,1300,0.0208011521824396,0.00977443609022556,880
339,0,0.0785512492768591,38,35,1300,0.0287611250640493,0.028345864661654018,381
504,0,0.0685488667573657,38,35,1300,0.0306424490938164,0.0899248120300751,546
839,0,0.0401207563073517,38,35,1300,0.5701955300626533,0.42030075187969923,881
340,0,0.0779698315941111,38,35,1300,0.1095608042080586,0.23263157894736838,382
