sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores
0,0,0.04,162,35,5670
0,1,0.04,162,35,5670
0,2,0.04,162,35,5670
0,3,0.04,162,35,5670
0,4,0.04,162,35,5670
0,5,0.04,162,35,5670
0,6,0.04,162,35,5670
0,7,0.04,162,35,5670
0,8,0.04,162,35,5670
0,9,0.04,162,35,5670
0,10,0.04,162,35,5670
0,11,0.04,162,35,5670
0,12,0.04,162,35,5670
0,13,0.04,162,35,5670
0,14,0.04,162,35,5670
0,15,0.04,162,35,5670
0,16,0.04,162,35,5670
0,17,0.04,162,35,5670
0,18,0.04,162,35,5670
0,19,0.04,162,35,5670
0,20,0.04,162,35,5670
0,21,0.04,162,35,5670
0,22,0.04,162,35,5670
0,23,0.04,162,35,5670
0,24,0.04,162,35,5670
0,25,0.04,162,35,5670
0,26,0.04,162,35,5670
0,27,0.04,162,35,5670
0,28,0.04,162,35,5670
0,29,0.04,162,35,5670
0,30,0.04,162,35,5670
0,31,0.04,162,35,5670
0,32,0.04,162,35,5670
0,33,0.04,162,35,5670
0,34,0.04,162,35,5670
0,35,0.04,162,35,5670
0,36,0.04,162,35,5670
0,37,0.04,162,35,5670
0,38,0.04,162,35,5670
0,39,0.04,162,35,5670
0,40,0.04,162,35,5670
0,41,0.04,162,35,5670
0,42,0.04,162,35,5670
0,43,0.04,162,35,5670
0,44,0.04,162,35,5670
0,45,0.04,162,35,5670
0,46,0.04,162,35,5670
0,47,0.04,162,35,5670
0,48,0.04,162,35,5670
0,49,0.04,162,35,5670
0,50,0.04,162,35,5670
0,51,0.04,162,35,5670
0,52,0.04,162,35,5670
0,53,0.04,162,35,5670
0,54,0.04,162,35,5670
0,55,0.04,162,35,5670
0,56,0.04,162,35,5670
0,57,0.04,162,35,5670
0,58,0.04,162,35,5670
0,59,0.04,162,35,5670
0,60,0.04,162,35,5670
0,61,0.04,162,35,5670
0,62,0.04,162,35,5670
0,63,0.04,162,35,5670
0,64,0.04,162,35,5670
0,65,0.04,162,35,5670
0,66,0.04,162,35,5670
0,67,0.04,162,35,5670
0,68,0.04,162,35,5670
0,69,0.04,162,35,5670
0,70,0.04,162,35,5670
0,71,0.04,162,35,5670
0,72,0.04,162,35,5670
0,73,0.04,162,35,5670
0,74,0.04,162,35,5670
0,75,0.04,162,35,5670
0,76,0.04,162,35,5670
0,77,0.04,162,35,5670
0,78,0.04,162,35,5670
0,79,0.04,162,35,5670
0,80,0.04,162,35,5670
0,81,0.04,162,35,5670
0,82,0.04,162,35,5670
0,83,0.04,162,35,5670
0,84,0.04,162,35,5670
0,85,0.04,162,35,5670
0,86,0.04,162,35,5670
0,87,0.04,162,35,5670
0,88,0.04,162,35,5670
0,89,0.04,162,35,5670
0,90,0.04,162,35,5670
0,91,0.04,162,35,5670
0,92,0.04,162,35,5670
0,93,0.04,162,35,5670
0,94,0.04,162,35,5670
0,95,0.04,162,35,5670
0,96,0.04,162,35,5670
0,97,0.04,162,35,5670
0,98,0.04,162,35,5670
0,99,0.04,162,35,5670
