trial_id,sim_cordel_id,sim_topic_id,sim_rater_id,cordel_id,topic_id,rater_id,intrusion
0,0,1,0,4,0,280,0
0,0,3,0,3,35,280,1
0,0,7,0,2,39,280,1
0,0,9,0,5,48,280,1
0,0,13,0,0,22,280,1
0,0,14,0,2,0,280,1
0,0,16,0,3,46,280,0
0,0,17,0,2,49,280,1
0,0,20,0,5,11,280,0
0,0,22,0,1,43,280,1
0,0,24,0,5,26,280,0
0,0,27,0,3,3,280,0
0,0,28,0,4,11,280,1
0,0,33,0,5,1,280,1
0,0,37,0,2,33,280,1
0,0,38,0,0,34,280,1
0,0,39,0,3,9,280,1
0,0,40,0,3,5,280,1
0,0,44,0,0,5,280,1
0,0,45,0,3,27,280,1
0,0,47,0,4,41,280,1
0,0,49,0,0,18,280,0
0,1,52,0,1,34,280,0
0,1,57,0,1,23,280,1
0,1,60,0,0,17,280,1
0,1,62,0,3,47,280,1
0,1,65,0,2,18,280,1
0,1,70,0,1,8,280,1
0,1,81,0,1,37,280,1
0,1,82,0,3,29,280,1
0,1,84,0,2,41,280,1
0,1,86,0,3,0,280,1
0,1,87,0,2,23,280,1
0,1,89,0,4,11,280,1
0,1,91,0,4,2,280,0
0,1,92,0,1,21,280,1
0,1,94,0,2,24,280,1
0,1,98,0,1,7,280,1
0,0,3,1,3,35,237,1
0,0,7,1,2,39,237,1
0,0,8,1,5,34,237,1
0,0,9,1,5,48,237,1
0,0,11,1,3,9,237,1
0,0,12,1,1,16,237,1
0,0,13,1,0,22,237,1
0,0,16,1,3,46,237,1
0,0,17,1,2,49,237,1
0,0,21,1,1,10,237,0
0,0,23,1,1,14,237,1
0,0,24,1,5,26,237,0
0,0,26,1,5,17,237,0
0,0,36,1,0,27,237,0
0,0,37,1,2,33,237,1
0,0,40,1,3,5,237,0
0,0,41,1,5,10,237,1
0,0,44,1,0,5,237,0
0,1,51,1,0,17,237,0
0,1,54,1,5,43,237,0
0,1,55,1,4,18,237,1
