trial_id,sim_cordel_id,sim_topic_id,sim_rater_id,cordel_id,topic_id,rater_id,intrusion
0,0,0,0,4,35,189,0
0,0,1,0,2,29,189,1
0,0,3,0,2,0,189,1
0,0,6,0,5,19,189,1
0,0,11,0,3,43,189,1
0,0,13,0,4,27,189,1
0,0,14,0,2,23,189,1
0,0,17,0,2,2,189,1
0,0,18,0,4,16,189,1
0,0,20,0,3,27,189,1
0,0,21,0,5,9,189,1
0,0,25,0,5,18,189,1
0,0,28,0,4,47,189,1
0,0,31,0,0,42,189,0
0,0,32,0,0,46,189,0
0,0,37,0,4,17,189,0
0,0,42,0,0,40,189,1
0,0,45,0,1,22,189,1
0,0,46,0,3,1,189,1
0,1,50,0,1,30,189,0
0,1,51,0,0,44,189,0
0,1,52,0,0,2,189,1
0,1,56,0,1,12,189,0
0,1,58,0,3,42,189,1
0,1,59,0,1,43,189,0
0,1,60,0,2,15,189,1
0,1,65,0,1,9,189,1
0,1,69,0,4,8,189,1
0,1,74,0,2,46,189,0
0,1,80,0,3,22,189,1
0,1,83,0,0,6,189,1
0,1,85,0,2,3,189,0
0,1,86,0,1,43,189,1
0,1,88,0,3,18,189,0
0,1,89,0,1,4,189,1
0,1,92,0,2,22,189,0
0,1,93,0,5,32,189,1
0,1,95,0,0,15,189,1
0,0,2,1,0,40,211,1
0,0,4,1,1,19,211,1
0,0,5,1,0,44,211,0
0,0,6,1,5,19,211,1
0,0,7,1,2,48,211,1
0,0,11,1,3,43,211,1
0,0,12,1,3,10,211,1
0,0,16,1,5,17,211,0
0,0,18,1,4,16,211,0
0,0,26,1,1,21,211,1
0,0,28,1,4,47,211,1
0,0,30,1,5,9,211,1
0,0,37,1,4,17,211,1
0,0,43,1,1,19,211,1
0,0,44,1,1,6,211,1
0,0,45,1,1,22,211,1
0,0,47,1,0,44,211,1
0,1,52,1,0,2,211,1
0,1,54,1,2,18,211,1
0,1,58,1,3,42,211,1
0,1,59,1,1,43,211,1
0,1,60,1,2,15,211,1
0,1,61,1,1,36,211,1
0,1,62,1,4,23,211,1
0,1,63,1,1,13,211,1
0,1,65,1,1,9,211,1
0,1,68,1,4,45,211,1
0,1,72,1,4,42,211,0
0,1,74,1,2,46,211,1
0,1,75,1,4,0,211,0
0,1,80,1,3,22,211,1
0,1,81,1,0,21,211,1
0,1,83,1,0,6,211,1
0,1,84,1,3,28,211,1
0,1,86,1,1,43,211,1
0,1,89,1,1,4,211,1
0,1,97,1,4,12,211,1
0,1,99,1,3,22,211,1
0,0,1,2,2,29,247,1
0,0,2,2,0,40,247,1
0,0,3,2,2,0,247,1
0,0,4,2,1,19,247,1
0,0,6,2,5,19,247,1
0,0,10,2,5,2,247,0
0,0,11,2,3,43,247,0
0,0,21,2,5,9,247,1
0,0,23,2,4,31,247,1
0,0,27,2,3,10,247,0
0,0,28,2,4,47,247,1
0,0,29,2,5,34,247,0
0,0,30,2,5,9,247,1
0,0,31,2,0,42,247,0
0,0,32,2,0,46,247,0
0,0,33,2,5,35,247,0
0,0,35,2,4,8,247,0
0,0,40,2,5,30,247,0
0,0,42,2,0,40,247,1
0,0,44,2,1,6,247,1
0,0,45,2,1,22,247,1
0,0,47,2,0,44,247,0
0,1,51,2,0,44,247,0
0,1,53,2,0,6,247,1
0,1,54,2,2,18,247,1
0,1,56,2,1,12,247,0
0,1,58,2,3,42,247,1
0,1,61,2,1,36,247,1
0,1,62,2,4,23,247,1
0,1,68,2,4,45,247,1
0,1,73,2,5,15,247,1
0,1,81,2,0,21,247,0
0,1,85,2,2,3,247,0
0,1,91,2,1,29,247,0
0,1,93,2,5,32,247,1
0,1,95,2,0,15,247,1
0,1,96,2,3,0,247,1
0,1,98,2,2,22,247,0
0,0,8,3,1,35,171,1
0,0,10,3,5,2,171,1
0,0,11,3,3,43,171,1
0,0,12,3,3,10,171,1
0,0,13,3,4,27,171,0
0,0,15,3,3,18,171,1
0,0,19,3,5,30,171,0
0,0,23,3,4,31,171,1
0,0,25,3,5,18,171,1
0,0,28,3,4,47,171,1
0,0,29,3,5,34,171,1
0,0,33,3,5,35,171,0
0,0,34,3,4,40,171,1
0,0,35,3,4,8,171,0
0,0,36,3,2,4,171,1
0,0,37,3,4,17,171,0
0,0,45,3,1,22,171,1
0,0,46,3,3,1,171,1
0,0,47,3,0,44,171,0
0,1,53,3,0,6,171,1
0,1,58,3,3,42,171,1
0,1,60,3,2,15,171,1
0,1,61,3,1,36,171,1
0,1,65,3,1,9,171,1
0,1,71,3,5,48,171,1
0,1,73,3,5,15,171,0
0,1,76,3,5,35,171,1
0,1,79,3,3,42,171,1
0,1,80,3,3,22,171,1
0,1,82,3,2,40,171,1
0,1,84,3,3,28,171,1
0,1,85,3,2,3,171,1
0,1,88,3,3,18,171,1
0,1,90,3,5,8,171,1
0,1,93,3,5,32,171,1
0,1,96,3,3,0,171,0
0,1,97,3,4,12,171,1
0,1,99,3,3,22,171,0
0,0,1,4,2,29,113,1
0,0,4,4,1,19,113,1
0,0,7,4,2,48,113,1
0,0,11,4,3,43,113,1
0,0,13,4,4,27,113,1
0,0,14,4,2,23,113,1
0,0,16,4,5,17,113,1
0,0,20,4,3,27,113,1
0,0,27,4,3,10,113,1
0,0,31,4,0,42,113,1
0,0,32,4,0,46,113,0
0,0,33,4,5,35,113,1
0,0,36,4,2,4,113,1
0,0,37,4,4,17,113,1
0,0,38,4,2,18,113,0
0,0,39,4,3,2,113,1
0,0,41,4,3,49,113,1
0,0,42,4,0,40,113,0
0,0,46,4,3,1,113,0
0,0,49,4,5,39,113,1
0,1,50,4,1,30,113,1
0,1,54,4,2,18,113,0
0,1,60,4,2,15,113,1
0,1,61,4,1,36,113,1
0,1,62,4,4,23,113,1
0,1,64,4,0,1,113,1
0,1,65,4,1,9,113,1
0,1,70,4,5,25,113,1
0,1,71,4,5,48,113,1
0,1,73,4,5,15,113,1
0,1,74,4,2,46,113,1
0,1,79,4,3,42,113,1
0,1,82,4,2,40,113,1
0,1,84,4,3,28,113,1
0,1,91,4,1,29,113,1
0,1,94,4,0,7,113,0
0,1,95,4,0,15,113,1
0,1,96,4,3,0,113,1
0,0,3,5,2,0,191,1
0,0,4,5,1,19,191,1
0,0,7,5,2,48,191,1
0,0,9,5,1,24,191,1
0,0,14,5,2,23,191,0
0,0,16,5,5,17,191,1
0,0,19,5,5,30,191,0
0,0,21,5,5,9,191,1
0,0,22,5,4,1,191,1
0,0,23,5,4,31,191,0
0,0,27,5,3,10,191,1
0,0,28,5,4,47,191,1
0,0,31,5,0,42,191,0
0,0,35,5,4,8,191,1
0,0,37,5,4,17,191,0
0,0,41,5,3,49,191,1
0,0,42,5,0,40,191,1
0,0,45,5,1,22,191,1
0,0,47,5,0,44,191,1
0,1,56,5,1,12,191,1
0,1,63,5,1,13,191,1
0,1,66,5,2,7,191,1
0,1,67,5,4,26,191,1
0,1,73,5,5,15,191,0
0,1,74,5,2,46,191,1
0,1,76,5,5,35,191,1
0,1,79,5,3,42,191,1
0,1,80,5,3,22,191,1
0,1,81,5,0,21,191,0
0,1,82,5,2,40,191,1
0,1,87,5,2,3,191,1
0,1,89,5,1,4,191,1
0,1,90,5,5,8,191,0
0,1,91,5,1,29,191,1
0,1,92,5,2,22,191,0
0,1,94,5,0,7,191,1
0,1,97,5,4,12,191,1
0,1,98,5,2,22,191,0
0,0,2,6,0,40,188,1
0,0,5,6,0,44,188,1
0,0,6,6,5,19,188,1
0,0,8,6,1,35,188,1
0,0,10,6,5,2,188,0
0,0,11,6,3,43,188,1
0,0,15,6,3,18,188,1
0,0,20,6,3,27,188,1
0,0,21,6,5,9,188,1
0,0,22,6,4,1,188,1
0,0,23,6,4,31,188,0
0,0,24,6,5,25,188,0
0,0,28,6,4,47,188,1
0,0,29,6,5,34,188,0
0,0,32,6,0,46,188,0
0,0,36,6,2,4,188,0
0,0,37,6,4,17,188,1
0,0,39,6,3,2,188,1
0,0,41,6,3,49,188,0
0,0,45,6,1,22,188,1
0,1,51,6,0,44,188,0
0,1,55,6,3,48,188,0
0,1,57,6,4,19,188,1
0,1,58,6,3,42,188,1
0,1,59,6,1,43,188,0
0,1,61,6,1,36,188,1
0,1,63,6,1,13,188,1
0,1,65,6,1,9,188,1
0,1,71,6,5,48,188,1
0,1,73,6,5,15,188,1
0,1,75,6,4,0,188,1
0,1,81,6,0,21,188,1
0,1,83,6,0,6,188,1
0,1,89,6,1,4,188,1
0,1,93,6,5,32,188,1
0,1,95,6,0,15,188,1
0,1,97,6,4,12,188,0
0,1,99,6,3,22,188,1
0,0,3,7,2,0,238,0
0,0,9,7,1,24,238,0
0,0,10,7,5,2,238,1
0,0,12,7,3,10,238,0
0,0,13,7,4,27,238,0
0,0,16,7,5,17,238,1
0,0,20,7,3,27,238,1
0,0,21,7,5,9,238,1
0,0,22,7,4,1,238,1
0,0,29,7,5,34,238,1
0,0,31,7,0,42,238,1
0,0,36,7,2,4,238,1
0,0,39,7,3,2,238,0
0,0,41,7,3,49,238,1
0,0,45,7,1,22,238,1
0,0,46,7,3,1,238,1
0,0,48,7,3,37,238,1
0,0,49,7,5,39,238,1
0,1,56,7,1,12,238,0
0,1,58,7,3,42,238,1
0,1,60,7,2,15,238,1
0,1,63,7,1,13,238,1
0,1,65,7,1,9,238,1
0,1,66,7,2,7,238,1
0,1,69,7,4,8,238,1
0,1,71,7,5,48,238,1
0,1,72,7,4,42,238,0
0,1,77,7,3,26,238,0
0,1,79,7,3,42,238,1
0,1,80,7,3,22,238,1
0,1,81,7,0,21,238,1
0,1,82,7,2,40,238,1
0,1,85,7,2,3,238,1
0,1,86,7,1,43,238,1
0,1,91,7,1,29,238,0
0,1,95,7,0,15,238,1
0,1,96,7,3,0,238,1
0,1,99,7,3,22,238,1
0,0,0,8,4,35,260,0
0,0,1,8,2,29,260,1
0,0,4,8,1,19,260,1
0,0,5,8,0,44,260,1
0,0,8,8,1,35,260,1
0,0,12,8,3,10,260,1
0,0,19,8,5,30,260,0
0,0,22,8,4,1,260,1
0,0,24,8,5,25,260,0
0,0,26,8,1,21,260,0
0,0,30,8,5,9,260,1
0,0,34,8,4,40,260,1
0,0,37,8,4,17,260,0
0,0,38,8,2,18,260,1
0,0,40,8,5,30,260,1
0,0,42,8,0,40,260,1
0,0,43,8,1,19,260,1
0,0,45,8,1,22,260,1
0,0,47,8,0,44,260,1
0,0,49,8,5,39,260,1
0,1,54,8,2,18,260,1
0,1,60,8,2,15,260,1
0,1,63,8,1,13,260,1
0,1,65,8,1,9,260,1
0,1,67,8,4,26,260,1
0,1,68,8,4,45,260,1
0,1,69,8,4,8,260,1
0,1,71,8,5,48,260,1
0,1,74,8,2,46,260,0
0,1,75,8,4,0,260,1
0,1,77,8,3,26,260,1
0,1,79,8,3,42,260,1
0,1,82,8,2,40,260,1
0,1,84,8,3,28,260,1
0,1,87,8,2,3,260,0
0,1,88,8,3,18,260,1
0,1,89,8,1,4,260,1
0,1,97,8,4,12,260,1
0,0,4,9,1,19,166,0
0,0,5,9,0,44,166,0
0,0,6,9,5,19,166,0
0,0,12,9,3,10,166,1
0,0,16,9,5,17,166,1
0,0,17,9,2,2,166,1
0,0,21,9,5,9,166,1
0,0,22,9,4,1,166,1
0,0,23,9,4,31,166,0
0,0,26,9,1,21,166,0
0,0,38,9,2,18,166,1
0,0,39,9,3,2,166,1
0,0,40,9,5,30,166,0
0,0,42,9,0,40,166,1
0,0,43,9,1,19,166,1
0,0,45,9,1,22,166,0
0,0,47,9,0,44,166,0
0,0,49,9,5,39,166,1
0,1,50,9,1,30,166,1
0,1,53,9,0,6,166,1
0,1,59,9,1,43,166,0
0,1,60,9,2,15,166,1
0,1,63,9,1,13,166,1
0,1,64,9,0,1,166,0
0,1,66,9,2,7,166,1
0,1,72,9,4,42,166,0
0,1,73,9,5,15,166,0
0,1,75,9,4,0,166,0
0,1,77,9,3,26,166,1
0,1,78,9,0,7,166,0
0,1,79,9,3,42,166,1
0,1,85,9,2,3,166,1
0,1,86,9,1,43,166,0
0,1,87,9,2,3,166,1
0,1,88,9,3,18,166,1
0,1,90,9,5,8,166,1
0,1,93,9,5,32,166,1
0,1,99,9,3,22,166,1
0,0,1,10,2,29,111,1
0,0,3,10,2,0,111,1
0,0,5,10,0,44,111,1
0,0,6,10,5,19,111,1
0,0,7,10,2,48,111,1
0,0,8,10,1,35,111,1
0,0,10,10,5,2,111,1
0,0,23,10,4,31,111,1
0,0,25,10,5,18,111,1
0,0,27,10,3,10,111,1
0,0,28,10,4,47,111,1
0,0,30,10,5,9,111,1
0,0,41,10,3,49,111,1
0,1,52,10,0,2,111,1
0,1,55,10,3,48,111,0
0,1,56,10,1,12,111,1
0,1,57,10,4,19,111,1
0,1,61,10,1,36,111,1
0,1,62,10,4,23,111,1
0,1,64,10,0,1,111,1
0,1,65,10,1,9,111,1
0,1,70,10,5,25,111,1
0,1,72,10,4,42,111,1
0,1,73,10,5,15,111,1
0,1,74,10,2,46,111,0
0,1,75,10,4,0,111,0
0,1,77,10,3,26,111,1
0,1,80,10,3,22,111,1
0,1,81,10,0,21,111,1
0,1,87,10,2,3,111,1
0,1,88,10,3,18,111,1
0,1,91,10,1,29,111,1
0,1,93,10,5,32,111,1
0,1,95,10,0,15,111,1
0,1,96,10,3,0,111,0
0,1,97,10,4,12,111,0
0,1,98,10,2,22,111,0
0,1,99,10,3,22,111,1
0,0,0,11,4,35,219,0
0,0,2,11,0,40,219,1
0,0,6,11,5,19,219,1
0,0,8,11,1,35,219,1
0,0,10,11,5,2,219,0
0,0,17,11,2,2,219,1
0,0,19,11,5,30,219,0
