trial_id,sim_cordel_id,sim_topic_id,sim_rater_id,cordel_id,topic_id,rater_id,intrusion
0,0,0,0,1,45,255,1
0,0,2,0,3,25,255,0
0,0,3,0,5,0,255,1
0,0,4,0,4,28,255,1
0,0,6,0,5,33,255,0
0,0,7,0,5,34,255,1
0,0,8,0,3,32,255,1
0,0,15,0,1,0,255,1
0,0,16,0,5,14,255,0
0,0,18,0,4,35,255,0
0,0,20,0,0,4,255,0
0,0,25,0,3,1,255,1
0,0,27,0,5,13,255,1
0,0,28,0,3,26,255,1
0,0,29,0,0,45,255,1
0,0,30,0,0,4,255,0
0,0,35,0,1,5,255,1
0,0,36,0,0,35,255,1
0,0,42,0,4,31,255,0
0,0,48,0,4,17,255,1
0,1,52,0,4,21,255,1
0,1,53,0,3,42,255,1
0,1,57,0,2,37,255,0
0,1,59,0,4,20,255,1
0,1,63,0,5,2,255,1
0,1,67,0,5,41,255,0
0,1,70,0,3,20,255,1
0,1,72,0,0,3,255,1
0,1,74,0,5,49,255,1
0,1,75,0,1,30,255,0
0,1,76,0,0,48,255,1
0,1,77,0,0,18,255,0
0,1,87,0,3,15,255,1
0,1,89,0,4,38,255,1
0,1,94,0,1,18,255,1
0,1,96,0,5,38,255,1
0,1,98,0,4,8,255,0
0,1,99,0,4,21,255,1
0,0,1,1,1,36,34,1
0,0,5,1,3,0,34,0
0,0,9,1,2,36,34,1
0,0,10,1,1,3,34,1
0,0,12,1,0,9,34,1
0,0,14,1,3,20,34,0
0,0,17,1,1,14,34,1
0,0,24,1,1,8,34,1
0,0,25,1,3,1,34,0
0,0,27,1,5,13,34,1
0,0,31,1,2,22,34,1
0,0,35,1,1,5,34,1
0,0,36,1,0,35,34,0
0,0,37,1,5,22,34,0
0,0,38,1,3,48,34,0
0,0,44,1,3,37,34,0
0,1,52,1,4,21,34,1
0,1,54,1,4,2,34,0
0,1,55,1,2,36,34,1
0,1,57,1,2,37,34,0
0,1,59,1,4,20,34,1
0,1,60,1,5,25,34,1
0,1,62,1,2,14,34,1
0,1,63,1,5,2,34,1
0,1,64,1,2,36,34,1
0,1,66,1,2,21,34,1
0,1,67,1,5,41,34,0
0,1,68,1,0,8,34,1
0,1,72,1,0,3,34,1
0,1,74,1,5,49,34,1
0,1,79,1,2,38,34,0
0,1,80,1,1,37,34,1
0,1,82,1,2,49,34,1
0,1,87,1,3,15,34,0
0,1,90,1,4,21,34,1
0,1,92,1,3,12,34,1
0,1,96,1,5,38,34,0
0,1,97,1,5,46,34,0
0,0,2,2,3,25,312,1
0,0,6,2,5,33,312,0
0,0,7,2,5,34,312,1
0,0,10,2,1,3,312,0
0,0,11,2,4,15,312,1
0,0,16,2,5,14,312,1
0,0,20,2,0,4,312,1
0,0,21,2,5,0,312,1
0,0,26,2,0,30,312,0
0,0,29,2,0,45,312,1
0,0,34,2,2,42,312,1
0,0,39,2,5,38,312,0
0,0,40,2,5,45,312,0
0,0,43,2,0,10,312,1
0,0,45,2,5,2,312,1
0,1,54,2,4,2,312,0
0,1,55,2,2,36,312,1
0,1,56,2,0,23,312,1
0,1,57,2,2,37,312,1
0,1,58,2,2,49,312,1
0,1,61,2,1,2,312,0
0,1,62,2,2,14,312,1
0,1,66,2,2,21,312,1
0,1,67,2,5,41,312,0
0,1,70,2,3,20,312,0
0,1,74,2,5,49,312,1
0,1,76,2,0,48,312,1
0,1,77,2,0,18,312,0
0,1,80,2,1,37,312,1
0,1,81,2,1,12,312,0
0,1,83,2,4,28,312,1
0,1,85,2,5,14,312,0
0,1,88,2,3,42,312,1
0,1,90,2,4,21,312,1
0,1,92,2,3,12,312,1
0,1,94,2,1,18,312,1
0,1,96,2,5,38,312,1
0,1,97,2,5,46,312,1
0,0,0,3,1,45,202,1
0,0,1,3,1,36,202,0
0,0,5,3,3,0,202,1
0,0,6,3,5,33,202,0
0,0,7,3,5,34,202,1
0,0,8,3,3,32,202,1
0,0,17,3,1,14,202,1
0,0,18,3,4,35,202,0
0,0,25,3,3,1,202,0
0,0,34,3,2,42,202,1
0,0,36,3,0,35,202,1
0,0,37,3,5,22,202,1
