trial_id,sim_cordel_id,sim_topic_id,sim_rater_id,cordel_id,topic_id,rater_id,intrusion
0,0,1,0,3,33,67,1
0,0,4,0,3,15,67,1
0,0,5,0,2,31,67,1
0,0,7,0,5,43,67,0
0,0,15,0,1,35,67,1
0,0,16,0,3,27,67,1
0,0,17,0,2,36,67,1
0,0,21,0,4,17,67,0
0,0,22,0,2,30,67,0
0,0,27,0,3,36,67,1
0,0,29,0,2,35,67,0
0,0,34,0,2,7,67,1
0,0,35,0,4,46,67,1
0,0,38,0,1,35,67,1
0,0,39,0,3,39,67,0
0,0,41,0,1,14,67,0
0,0,42,0,0,30,67,0
0,0,44,0,2,34,67,1
0,0,46,0,1,6,67,1
0,0,47,0,4,10,67,1
0,0,49,0,0,12,67,0
0,1,53,0,0,10,67,0
0,1,55,0,2,34,67,1
0,1,58,0,2,18,67,1
0,1,63,0,5,40,67,1
0,1,65,0,0,12,67,0
0,1,66,0,2,3,67,1
0,1,69,0,5,3,67,1
0,1,72,0,5,22,67,1
0,1,78,0,1,19,67,1
0,1,80,0,0,32,67,1
0,1,85,0,2,18,67,1
0,1,88,0,2,19,67,0
0,1,89,0,5,0,67,1
0,1,92,0,2,41,67,1
0,1,93,0,2,27,67,0
0,1,94,0,1,21,67,1
0,1,99,0,3,1,67,1
0,0,4,1,3,15,301,1
0,0,6,1,5,16,301,1
0,0,7,1,5,43,301,0
0,0,8,1,3,49,301,0
0,0,14,1,5,37,301,1
0,0,16,1,3,27,301,1
0,0,21,1,4,17,301,0
0,0,24,1,0,9,301,1
0,0,30,1,1,44,301,1
0,0,31,1,1,8,301,1
0,0,33,1,5,46,301,0
0,0,34,1,2,7,301,1
0,0,36,1,5,23,301,1
0,0,37,1,3,20,301,1
0,0,39,1,3,39,301,0
0,0,41,1,1,14,301,1
0,0,44,1,2,34,301,1
0,0,46,1,1,6,301,1
0,1,52,1,3,35,301,1
0,1,55,1,2,34,301,1
0,1,56,1,3,42,301,1
0,1,57,1,5,45,301,1
0,1,63,1,5,40,301,1
0,1,64,1,0,39,301,0
0,1,74,1,0,27,301,1
0,1,78,1,1,19,301,1
0,1,80,1,0,32,301,1
0,1,81,1,1,4,301,1
0,1,82,1,2,26,301,1
0,1,83,1,2,17,301,1
0,1,85,1,2,18,301,1
0,1,86,1,4,36,301,1
0,1,88,1,2,19,301,0
0,1,92,1,2,41,301,1
0,1,93,1,2,27,301,0
0,1,97,1,4,26,301,0
0,1,98,1,2,7,301,1
0,1,99,1,3,1,301,1
0,0,2,2,4,3,318,1
0,0,4,2,3,15,318,1
0,0,9,2,2,42,318,1
0,0,11,2,5,37,318,1
0,0,13,2,0,31,318,1
0,0,21,2,4,17,318,0
0,0,22,2,2,30,318,1
0,0,27,2,3,36,318,0
0,0,28,2,4,9,318,1
0,0,29,2,2,35,318,0
0,0,30,2,1,44,318,1
0,0,31,2,1,8,318,1
0,0,37,2,3,20,318,0
0,0,38,2,1,35,318,1
0,0,41,2,1,14,318,1
0,0,46,2,1,6,318,0
0,0,48,2,0,31,318,1
0,1,53,2,0,10,318,1
0,1,54,2,0,2,318,1
0,1,56,2,3,42,318,1
0,1,60,2,0,4,318,1
0,1,62,2,3,25,318,1
0,1,63,2,5,40,318,1
0,1,64,2,0,39,318,0
0,1,65,2,0,12,318,1
0,1,68,2,2,27,318,0
0,1,70,2,0,22,318,0
0,1,71,2,2,28,318,0
0,1,72,2,5,22,318,1
0,1,75,2,5,3,318,1
0,1,77,2,2,30,318,1
0,1,78,2,1,19,318,1
0,1,79,2,1,47,318,1
0,1,85,2,2,18,318,1
0,1,88,2,2,19,318,0
0,1,92,2,2,41,318,1
0,1,94,2,1,21,318,0
0,1,95,2,1,10,318,0
0,0,0,3,5,2,311,0
0,0,6,3,5,16,311,1
0,0,7,3,5,43,311,0
0,0,14,3,5,37,311,0
0,0,15,3,1,35,311,1
0,0,22,3,2,30,311,0
0,0,30,3,1,44,311,0
0,0,33,3,5,46,311,0
0,0,34,3,2,7,311,1
0,0,36,3,5,23,311,0
0,0,37,3,3,20,311,0
0,0,38,3,1,35,311,0
0,0,41,3,1,14,311,0
0,0,42,3,0,30,311,0
0,0,43,3,1,15,311,0
0,0,44,3,2,34,311,0
0,0,46,3,1,6,311,0
0,0,48,3,0,31,311,1
0,0,49,3,0,12,311,0
0,1,52,3,3,35,311,0
0,1,53,3,0,10,311,0
0,1,55,3,2,34,311,1
0,1,56,3,3,42,311,1
0,1,57,3,5,45,311,0
0,1,62,3,3,25,311,0
0,1,65,3,0,12,311,0
0,1,68,3,2,27,311,0
0,1,70,3,0,22,311,0
0,1,71,3,2,28,311,0
0,1,73,3,1,17,311,1
0,1,75,3,5,3,311,0
0,1,76,3,0,32,311,1
0,1,79,3,1,47,311,0
0,1,83,3,2,17,311,0
0,1,93,3,2,27,311,0
0,1,95,3,1,10,311,0
0,1,98,3,2,7,311,0
0,1,99,3,3,1,311,1
0,0,0,4,5,2,263,0
0,0,1,4,3,33,263,1
0,0,3,4,4,38,263,1
0,0,7,4,5,43,263,0
0,0,10,4,1,21,263,1
0,0,12,4,5,8,263,1
0,0,15,4,1,35,263,1
0,0,16,4,3,27,263,1
0,0,17,4,2,36,263,1
0,0,22,4,2,30,263,1
0,0,29,4,2,35,263,0
0,0,30,4,1,44,263,1
0,0,31,4,1,8,263,1
